time,pid,rss,cpu,cpu_affinity,fault_flag
2023-06-05 17:43:00,145923,3758096384,608.4,145923,0
2023-06-05 17:43:00,145890,3758096384,600.8,145890,0
2023-06-05 17:43:00,145740,2576980377,499.7,145740,1
2023-06-05 17:43:00,145784,2469606195,496.0,145784,1
2023-06-05 17:43:00,145730,3865470566,484.7,145730,1
2023-06-05 17:43:00,145751,3758096384,475.0,145751,1
2023-06-05 17:44:00,145817,3758096384,766.9,145817,0
2023-06-05 17:44:00,145854,3758096384,763.1,145854,0
2023-06-05 17:44:00,145923,3758096384,661.6,145923,0
2023-06-05 17:44:00,145890,3758096384,634.7,145890,0
2023-06-05 17:44:00,145740,2469606195,498.6,145740,1
2023-06-05 17:44:00,145751,2791728742,479.9,145751,1
2023-06-05 17:44:00,145730,3543348019,479.7,145730,1
2023-06-05 17:44:00,145784,2469606195,477.3,145784,1
2023-06-05 17:45:00,145854,3543348019,758.8,145854,0
2023-06-05 17:45:00,145817,3650722201,705.8,145817,0
2023-06-05 17:45:00,145923,3758096384,656.4,145923,0
2023-06-05 17:45:00,145890,3758096384,605.5,145890,0
2023-06-05 17:45:00,145784,3435973836,488.7,145784,1
2023-06-05 17:45:00,145740,3650722201,464.7,145740,1
2023-06-05 17:45:00,145730,3543348019,449.7,145730,1
2023-06-05 17:45:00,145751,3543348019,448.3,145751,1
2023-06-05 17:46:00,145854,3758096384,823.5,145854,0
2023-06-05 17:46:00,145817,3758096384,748.8,145817,0
2023-06-05 17:46:00,145923,3758096384,676.8,145923,0
2023-06-05 17:46:00,145890,3758096384,659.3,145890,0
2023-06-05 17:46:00,145740,2469606195,514.4,145740,1
2023-06-05 17:46:00,145730,2791728742,507.9,145730,1
2023-06-05 17:46:00,145751,2469606195,503.8,145751,1
2023-06-05 17:46:00,145784,2469606195,496.0,145784,1
2023-06-05 17:47:00,145854,3758096384,794.4,145854,0
2023-06-05 17:47:00,145817,3758096384,719.4,145817,0
2023-06-05 17:47:00,145890,3758096384,644.6,145890,0
2023-06-05 17:47:00,145923,3758096384,614.3,145923,0
2023-06-05 17:47:00,145740,2362232012,493.7,145740,1
2023-06-05 17:47:00,145784,2469606195,488.6,145784,1
2023-06-05 17:47:00,145751,2469606195,479.9,145751,1
2023-06-05 17:47:00,145730,2576980377,475.6,145730,1
2023-06-05 17:48:00,145854,3758096384,747.3,145854,0
2023-06-05 17:48:00,145817,3758096384,713.0,145817,0
2023-06-05 17:48:00,145923,3758096384,621.8,145923,0
2023-06-05 17:48:00,145890,3758096384,597.3,145890,0
2023-06-05 17:48:00,145740,3758096384,501.4,145740,1
2023-06-05 17:48:00,145784,2469606195,496.8,145784,1
2023-06-05 17:48:00,145730,3758096384,486.7,145730,1
2023-06-05 17:48:00,145751,3758096384,476.1,145751,1
2023-06-05 17:49:00,145854,3758096384,815.7,145854,0
2023-06-05 17:49:00,145817,3758096384,758.9,145817,0
2023-06-05 17:49:00,145923,3758096384,668.8,145923,0
2023-06-05 17:49:00,145890,3758096384,664.6,145890,0
2023-06-05 17:49:00,145740,2684354560,523.6,145740,1
2023-06-05 17:49:00,145730,3758096384,521.9,145730,1
2023-06-05 17:49:00,145751,3758096384,506.7,145751,1
2023-06-05 17:49:00,145784,2469606195,493.0,145784,1
2023-06-05 17:50:00,145854,3758096384,808.2,145854,0
2023-06-05 17:50:00,145817,3650722201,755.4,145817,0
2023-06-05 17:50:00,145923,3758096384,674.4,145923,0
2023-06-05 17:50:00,145890,3758096384,643.5,145890,0
2023-06-05 17:50:00,145784,2469606195,499.0,145784,1
2023-06-05 17:50:00,145740,2362232012,486.4,145740,1
2023-06-05 17:50:00,145751,2469606195,473.3,145751,1
2023-06-05 17:50:00,145730,2469606195,473.2,145730,1
2023-06-05 17:51:00,145854,3758096384,772.0,145854,0
2023-06-05 17:51:00,145817,3758096384,740.9,145817,0
2023-06-05 17:51:00,145923,3758096384,652.0,145923,0
2023-06-05 17:51:00,145890,3758096384,651.1,145890,0
2023-06-05 17:51:00,145730,3650722201,502.9,145730,1
2023-06-05 17:51:00,145751,2469606195,495.9,145751,1
2023-06-05 17:51:00,145784,2469606195,494.9,145784,1
