time,cpu_affinity,pid,rss,cpu,fault_flag
2022-11-23 11:30:00,37768,37768,22022193152,192.11,0
2022-11-23 11:30:00,37775,37775,21875654656,192.77,0
2022-11-23 11:30:00,37699,37699,21898919936,191.78,0
2022-11-23 11:30:00,37423,37423,21963669504,192.76,0
2022-11-23 11:31:00,37426,37426,21990735872,195.49,0
2022-11-23 11:31:00,37563,37563,21988442112,195.93,0
2022-11-23 11:31:00,37631,37631,21850882048,196.07,0
2022-11-23 11:31:00,37494,37494,22038446080,194.75,0
2022-11-23 11:31:00,37768,37768,22022193152,195.33,0
2022-11-23 11:31:00,37775,37775,21875654656,195.62,0
2022-11-23 11:31:00,37699,37699,21898919936,194.76,0
2022-11-23 11:31:00,37423,37423,21963669504,195.38,0
2022-11-23 11:32:00,37426,37426,21990735872,191.04,0
2022-11-23 11:32:00,37563,37563,21988442112,191.78,0
2022-11-23 11:32:00,37631,37631,21850882048,192.09,0
2022-11-23 11:32:00,37494,37494,22038446080,190.96,0
2022-11-23 11:32:00,37768,37768,22022193152,190.89,0
2022-11-23 11:32:00,37775,37775,21875654656,191.25,0
2022-11-23 11:32:00,37699,37699,21898919936,190.64,0
2022-11-23 11:32:00,37423,37423,21963669504,191.62,0
2022-11-23 11:33:00,37426,37426,21990735872,194.92,0
2022-11-23 11:33:00,37563,37563,21988442112,194.87,0
2022-11-23 11:33:00,37631,37631,21850882048,194.46,0
2022-11-23 11:33:00,37494,37494,22038446080,193.97,0
2022-11-23 11:33:00,37768,37768,22022193152,193.35,0
2022-11-23 11:33:00,37775,37775,21875654656,193.86,0
2022-11-23 11:33:00,37699,37699,21898919936,193.92,0
2022-11-23 11:33:00,37423,37423,21963669504,194.1,0
2022-11-23 11:34:00,37426,37426,21990735872,192.41,0
2022-11-23 11:34:00,37563,37563,21988442112,191.3,0
2022-11-23 11:34:00,37631,37631,21850882048,193.03,0
2022-11-23 11:34:00,37494,37494,22038446080,192.41,0
2022-11-23 11:34:00,37768,37768,22022193152,191.4,0
2022-11-23 11:34:00,37775,37775,21875654656,191.32,0
2022-11-23 11:34:00,37699,37699,21898919936,191.16,0
2022-11-23 11:34:00,37423,37423,21963669504,192.27,0
2022-11-23 11:35:00,37426,37426,21990735872,193.04,0
2022-11-23 11:35:00,37563,37563,21988442112,191.94,0
2022-11-23 11:35:00,37631,37631,21850882048,193.78,0
2022-11-23 11:35:00,37494,37494,22038446080,193.23,0
2022-11-23 11:35:00,37768,37768,22022193152,192.26,0
2022-11-23 11:35:00,37775,37775,21875654656,192.28,0
2022-11-23 11:35:00,37699,37699,21898919936,191.57,0
2022-11-23 11:35:00,37423,37423,21963669504,193.04,0
2022-11-23 11:36:00,37426,37426,21990735872,194.08,0
2022-11-23 11:36:00,37563,37563,21988442112,193.38,0
2022-11-23 11:36:00,37631,37631,21850882048,194.49,0
