name,mac_tx_pfc_pkt_num,mac_rx_pfc_pkt_num,roce_rx_rc_pkt_num,roce_rx_all_pkt_num,roce_tx_rc_pkt_num,roce_tx_all_pkt_num,label,t_congestion_index,r_congestion_index
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-0@71.14.85.14_NPU6,6.837304552431814e-05,0.0006147374498903584,0.9993087138591276,0.9993087138591276,0.9998624495201806,0.9998624495201806,0,0.0006150559043436017,6.839432556902711e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-0@71.14.85.14_NPU7,0.00018404353786175446,0.0005584839704614026,0.9993698478872631,0.9993698478872631,0.9997520028607977,0.9997520028607977,0,0.0005586709564821968,0.00018414361566906703
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.11_NPU0,3.3867513419757487e-05,0.04853577272459335,0.9514112397232338,0.9514112397232338,0.999921138940332,0.999921138940332,1,0.0518271577730295,3.333909754981401e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.11_NPU1,1.9625183847086847e-07,0.04690914303312843,0.9530224079084036,0.9530224079084036,0.9999393581819126,0.9999393581819126,1,0.0500124823738806,1.9315948850594804e-07
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.11_NPU2,1.5446698736373158e-05,0.000668586935466569,0.999264207086507,0.999264207086507,0.9999292991726587,0.9999292991726587,0,0.0006691468094969414,1.5446230994136807e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.11_NPU3,3.7319980158639517e-06,0.0007724037923486475,0.9991666178067988,0.9991666178067988,0.9999459182011666,0.9999459182011666,0,0.0007731123313331208,3.7318894781628166e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.11_NPU4,5.541816647449666e-06,0.0007230522466114414,0.9997077454508285,0.9997077776551866,1.0004425720550545,1.000442668714647,0,0.0007230803066476272,5.540768718520702e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.11_NPU5,2.702730877889461e-06,0.0007396173181163586,0.9991963798098231,0.9991963798098231,0.9999454305765607,0.9999454305765607,0,0.0007403312570508122,2.7024435880986957e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.11_NPU6,8.628657300520642e-06,0.045497529616713814,0.9544359384243646,0.9544359384243646,0.9999333893803847,0.9999333893803847,1,0.04837076829322026,8.504136005874039e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.11_NPU7,0.0,0.000824926016352086,1.0002986072913373,1.0002986395313818,1.0011251961833991,1.0011251961833991,0,0.0008246031917399813,0.0
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.12_NPU0,4.802486576568163e-05,0.0006817491739618044,0.9997421770759046,0.9997421770759046,1.0003879895175372,1.0003879895175372,0,0.0006819133842199476,4.8007056876802174e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.12_NPU1,0.00012608724615809598,0.0006993960044157279,0.9998935263168041,0.9998935263168041,1.0004654814294636,1.0004654814294636,0,0.0006995146794633558,0.0001260206188947854
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.12_NPU2,8.435404430598846e-07,0.04181170838960741,0.9592673173032991,0.9592673173032991,1.000919556414525,1.000919556414525,1,0.04414940377746285,8.320322429134774e-07
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.12_NPU3,9.616462460552069e-06,0.0007711250358477548,1.0003064772869747,1.0003064772869747,1.0010798325696955,1.0010798325696955,0,0.000771016762946367,9.604494903614892e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.12_NPU4,2.7979382246400332e-05,0.04725250427937562,0.9528391232177288,0.9528391232177288,1.000083840770699,1.000083840770699,1,0.05036346941608452,2.7548079067972423e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.12_NPU5,2.048694982896438e-06,0.0007355588755289229,0.9991941030671008,0.9991941030671008,0.9999383790962177,0.9999383790962177,0,0.000736167079322739,2.0487796508034356e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.12_NPU6,2.5679929087443816e-07,0.0006071864384504694,0.9996214549988989,0.9996214549988989,1.0002463668196826,1.0002463668196826,0,0.0006073091017515206,2.567813878173794e-07
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.12_NPU7,4.796596438877165e-06,0.040346560357270356,0.960401572766246,0.960401572766246,1.0006617034425171,1.0006617358519525,1,0.04253325357247771,4.734465275736217e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.13_NPU0,0.0,0.000763257418292757,0.999154030231859,0.999154030231859,0.9999308644468807,0.9999308644468807,0,0.0007524095080745009,0.0
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.13_NPU1,2.5830768364941746e-07,0.0006401063752923854,0.9992814818225026,0.9992814818225026,0.9999341315406693,0.9999341315406693,0,0.0006307966246132356,2.6232572677260623e-07
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.13_NPU2,7.794329154096042e-05,0.000800976111144365,0.999118616390832,0.999118616390832,0.9998539338148895,0.9998539338148895,0,0.0008012461784587176,7.7997148157852e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.13_NPU3,9.708067655067405e-06,0.0006117090866684241,0.9998914557403293,0.9998914882970958,1.0005041679698987,1.0005042005473068,0,0.0006117884593168,9.702969316996919e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.13_NPU4,8.469011512285653e-07,0.0006638031357558658,0.9992593474455351,0.9992593474455351,0.9999334531133862,0.9999334531133862,0,0.0006640472659625104,8.472736737307457e-07
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.13_NPU5,2.014870786336472e-05,0.0006118740995223602,0.9993091607820437,0.9993091607820437,0.9999125806062057,0.9999125806062057,0,0.0006122167615894613,2.015311360566929e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.13_NPU6,3.2548117591010964e-07,0.0006860512963447045,0.9992348840872153,0.9992348840872153,0.9999332112627033,0.9999332112627033,0,0.0006770135146532135,3.3010077745665207e-07
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.13_NPU7,4.864499116624542e-05,0.000680696548109061,0.9997001302376176,0.9997001627896976,1.0003442268049594,1.0003442268049594,0,0.0006806327831039023,4.864739404962269e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.14_NPU0,6.570068375080371e-05,0.0008541550634577922,0.9990610236363793,0.9990610236363793,0.9998559613737452,0.9998559613737452,0,0.0008544278858716616,6.575090557003306e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.14_NPU1,6.536891627054856e-05,0.0007281099617131703,0.9997208041128876,0.9997208367635584,1.0004094863031714,1.0004094863031714,0,0.0007278372417540447,6.538489625879512e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.14_NPU2,2.0221859895779143e-06,0.0006794451222362817,0.9992397235409919,0.9992397235409919,0.9999255705092224,0.9999255705092224,0,0.0006717419049783662,2.047084055879716e-06
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.14_NPU3,5.8975124024914406e-05,0.0006297545595996208,0.999294606991663,0.999294606991663,0.9998725797707945,0.9998725797707945,0,0.0006300299560611994,5.899847443535013e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.14_NPU4,6.522514742513948e-07,0.0005724867423469926,0.9993504693640366,0.9993504693640366,0.9999306982808608,0.9999306982808608,0,0.0005644323167996238,6.620349378345883e-07
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.14_NPU5,2.1813335386660477e-05,0.0006351018024783134,0.9992810882577086,0.9992810882577086,0.9999011542421926,0.9999011542421926,0,0.0006355231580262622,2.1816712248245184e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.14_NPU6,3.496024366832413e-05,0.0008299534687822271,0.999094406194617,0.999094406194617,0.9998970143102407,0.9998970143102407,0,0.0008303749672990025,3.4977772442850244e-05
2to1pangu-1.3B-semi_auto_parallel-batch8-allreduce-1@71.14.85.14_NPU7,8.483973626980628e-07,0.0006493866837557784,0.999265691235058,0.999265691235058,0.9999220127039674,0.9999220127039674,0,0.0006423195269933288,8.584291519106272e-07
pangu-1.3B-data_parallel-batch8-allreduce-0@71.14.85.11_NPU0,0.0011016765821630526,0.0011136955011296142,0.9988400806764345,0.9988400806764345,0.9988667757374969,0.9988667757374969,0,0.0008844607195735064,0.0013903959829634643
